CODIGO MUESTRA;Código SNGM;Código Visita Terreno;Código Mapa;Nombre Punto de Agua;UTM E (WGS 84 18S);UTM N (WGS 84 18S);Altura GPS nav;Tipo;Categoría;Propietario o nombre de cuerpo de agua;FECHA;Hora;pH;Conductividad (uS/cm);Oxígeno disuelto (mg/l);Temperatura (°C);Temperatura (°K));ORP (mV);ORP (V);pe (25 °C);Eh SHE (mV);Eh SHE (V);pe SHE (25 °C);pe SHE (T°K);Observación;Informe Laboratorio;pH;Conductividad Laboratorio (uS/cm);Hidróxidos (mg/l);Carbonatos (mg/l);Bicarbonatos (mg/l);Ión Hidrógeno (mg/l);Fúor (mg/l);Calcio (mg/l);Magnesio (mg/l);Sodio (mg/l);Potasio (mg/l);Litio (mg/l);Sulfatos (mg/l);Cloruros (mg/l);Nitratos (mg/l);Alcalinidad Total (mg/l);Acidez (mg/l);Dureza Total (mg/l);Dureza carbonatosa (mg/l);Dureza no carbonatosa (mg/l);TSD (mg/l);TSD Evap, 103ºC (mg/l);Aluminio;Antimonio;Arsenico;Bario;Berilio;Boro;Cadmio;Cobalto;Cobre;Cromo;Estaño;Fosforo;Hierro;Manganeso;Molibdeno;Plata;Plomo;Selenio;Vanadio;Zinc;Mercurio (mg/l);COT (mg/l);Br (mg/l)   ;Rb (mg/l)   ;Sr (mg/l)   ;Y (mg/l)    ;Cs (mg/l)   ;Hf (mg/l)  ;Ta (mg/l)   ;Tl (mg/l)   ;Th (mg/l)   ;U (mg/l)    ;Ni (mg/l);SiO2 (mg/l);NH4 (mg/l);CO2 (mg/l);,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-048;;;;;590991;5363139;61;Vertiente;Vertiente;Vertiente Santa Lucrecia;24-08-2018;;6.27;;;;;;;;;;;;;2018-115;8.74;120;;9.8;15;;0.04;4.5;1.8;17;1.2;<0,02;3.9;21;<3,0;28;;18;18;<1,0;66;69;0.026;<0.010;<0.005;<0.005;<0.002;0.12;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.014;<0.003;<0.005;<0.002;<0.002;<0.005;<0.003;<0.010;<0,0003;;0.13;0.003;0.008;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;64;<0,05;26;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-049;SNGM-PUD-0044;;;;608405;5332736;131;Pozo;Pozo;APR Degañ;25-08-2018;;5.67;;;;;;;;;;;;;2018-115;6.49;65;;;28;;0.03;4.6;1.8;4.6;0.29;<0,02;<1,0;4.8;<3,0;23;;19;19;<1,0;32;34;<0.020;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.011;<0.003;<0.005;<0.002;<0.002;<0.005;<0.003;0.010;<0,0003;;0.11;<0.001;0.036;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;31;<0,05;110;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-050;SNGM-PUD-0075;;;;604797;5351662;5;Noria;Noria;Noria Turbera Cogomó;25-08-2018;;5.16;;;;;;;;;;;;;2018-115;6.27;56;;;26;;0.04;4.6;2.1;2.4;0.84;<0,02;<1,0;3.6;<3,0;21;;20;20;<1,0;27;28;0.21;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.13;0.052;<0.005;<0.002;<0.002;<0.005;<0.003;<0.010;<0,0003;;0.090;<0.001;0.017;0.002;<0.001;<0.001;<0.001;<0.001;<0.001;;;37;<0,05;131;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-051;SNGM-PUD-0005;;;;622052;5368345;37;Pozo;Pozo;Pozo APR Chacao;25-08-2018;;6.46;;;;;;;;;;;;;2018-115;7.10;118;;;54;;0.10;7.9;4.2;7.0;2.1;<0,02;2.4;5.8;<3,0;44;;37;37;<1,0;59;62;<0.020;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;0.17;0.027;<0.003;<0.005;<0.002;<0.002;<0.005;0.017;0.013;<0,0003;;0.044;<0.001;0.045;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;65;<0,05;30;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-052;SNGM-PUD-0002;;;;619070;5369968;56;Pozo;Pozo;Pozo Puerto Elvira;25-08-2018;;7.80;;;;;;;;;;;;;2018-115;6.75;96;;;41;;0.07;8.3;1.5;5.8;1.7;<0,02;<1,0;5.6;3.9;34;;27;27;<1,0;47;50;<0.020;<0.010;<0.005;0.012;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.010;0.022;<0.005;<0.002;<0.002;<0.005;<0.003;<0.010;<0,0003;;0.043;0.001;0.045;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;33;1.0;48;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-054;SNGM-PUD-0015;;;;612725;5358813;60;Pozo;Pozo;Pozo Escuela El Quilar;26-08-2018;;7.30;;;;;;;;;;;;;2018-115;7.36;208;;;125;;0.09;18;9.4;9.0;2.1;<0,02;<1,0;6.7;<3,0;103;;83;83;<1,0;107;113;<0.020;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;7.1;0.11;<0.005;<0.002;<0.002;<0.005;<0.003;0.042;<0,0003;;0.22;<0.001;0.071;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;73;<0,05;45;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-056;SNGM-PUD-0042;;;;609161;5366153;25;Pozo;Pozo;Pozo APR Pugueñun;27-08-2018;;6.75;;;;;;;;;;;;;2018-115;7.56;193;;;97;;0.08;13;9.1;10;2.1;<0,02;2.2;13;<3,0;79;;70;70;<1,0;97;103;<0.020;<0.010;<0.005;0.007;<0.002;<0.060;<0.002;0.003;<0.010;<0.001;<0.003;0.13;5.3;0.40;<0.005;<0.002;<0.002;<0.005;<0.003;0.013;<0,0003;;0.16;0.003;0.106;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;77;<0,05;82;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-059;SNGM-PUD-0129;;;;591015;5348534;35;Noria;Noria;Noria Cecilia Guineo;27-08-2018;;6.14;;;;;;;;;;;;;2018-115;6.57;52;;;18;;0.03;4.0;0.80;3.8;0.18;<0,02;1.6;5.3;<3,0;15;;13;13;<1,0;25;26;0.098;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.058;0.004;<0.005;<0.002;<0.002;<0.005;<0.003;0.010;<0,0003;;0.056;<0.001;0.024;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;33;3.2;72;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-091;SNGM-PUD-0240;;;;607955;5364892;-1;Cuerpo de agua superficial;Río;Huicha Superior;10-02-2020;;6.77;98;5.07;14.89;;;;;;;;;;2020-021;6.98;97;;;39;;0.05;6.1;3.6;6.8;0.87;<0,02;1.3;8.7;<3,0;32;;30;30;<1,0;47;49;0.11;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.39;0.046;<0.005;<0.002;<0.002;<0.005;0.005;0.016;<0,0003;;0.033;<0.001;0.033;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-092;SNGM-PUD-0094;;;;611765;5362680;46;Cuerpo de agua superficial;Río;Río Huicha en R 5;10-02-2020;;6.97;94;6.37;16.38;;;;;;;;;;2020-021;6.84;98;;;42;;0.05;6.6;3.6;6.3;0.99;<0,02;1.0;7.4;<3,0;34;;31;31;<1,0;46;49;0.14;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;0.067;0.24;0.029;<0.005;<0.002;<0.002;<0.005;0.008;0.011;<0,0003;;0.032;<0.001;0.034;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-093;SNGM-PUD-0095;;;;613800;5362024;32;Cuerpo de agua superficial;Río;Río Huicha en San Antonio;10-02-2020;;6.92;77;5.77;16.08;;;;;;;;;;2020-021;6.66;78;;;29;;0.04;4.9;3.0;5.5;0.84;<0,02;<1,0;7.4;<3,0;24;;25;24;1.0;37;39;0.22;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.34;0.011;<0.005;<0.002;<0.002;<0.005;0.007;0.011;<0,0003;;0.033;<0.001;0.025;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-094;SNGM-PUD-0093;;;;607962;5360966;6;Cuerpo de agua superficial;Río;Pte. Quempillén;10-02-2020;;6.95;86;5.17;14.56;;;;;;;;;;2020-021;6.64;89;;;36;;0.04;5.3;3.2;6.3;0.88;<0,02;1.1;8.4;<3,0;29;;26;26;<1,0;43;45;0.10;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.48;0.017;<0.005;<0.002;<0.002;<0.005;<0.003;0.011;<0,0003;;0.052;<0.001;0.030;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-095;SNGM-PUD-0092;;;;608791;5357523;17;Cuerpo de agua superficial;Río;Pte. Huillinco;10-02-2020;;7.04;104;8.90;14.84;;;;;;;;;;2020-021;7.22;112;;;50;;0.04;7.0;4.5;6.9;2.3;<0,02;<1,0;8.4;<3,0;41;;36;36;<1,0;54;58;0.067;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;0.097;0.23;0.007;<0.005;<0.002;<0.002;<0.005;0.008;<0.010;<0,0003;;0.034;<0.001;0.040;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-096;SNGM-PUD-0091;;;;609889;5355263;48;Cuerpo de agua superficial;Río;Pte. Wolf;10-02-2020;;7.00;75;7.57;15.92;;;;;;;;;;2020-021;6.75;75;;;30;;0.03;4.3;2.4;6.0;0.45;<0,02;<1,0;7.0;<3,0;25;;21;21;<1,0;36;38;0.052;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.55;0.020;<0.005;<0.002;<0.002;<0.005;<0.003;<0.010;<0,0003;;0.063;<0.001;0.026;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-097;SNGM-PUD-0257;;;;604800;5357275;7;Cuerpo de agua superficial;Río;Afluente Pudeto (Hueinamo);10-02-2020;;8.08;34770;5.84;22.99;;;;;;;;;;2020-021;6.95;36600;;;88;;0.70;240;900;6240;218;1.0;1841;12801;<3,0;72;;4301;72;4229;22283;23530;0.060;<0.010;<0.005;<0.005;<0.002;2.0;<0.002;<0.002;0.082;0.002;<0.003;<0.050;0.033;0.009;0.006;<0.002;<0.002;0.017;<0.003;0.015;<0,0003;;64;0.070;5.0;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;0.002;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-098;SNGM-PUD-0090;;;;608140;5353566;14;Cuerpo de agua superficial;Río;Pte. La Unión;10-02-2020;;7.04;76;10.01;13.42;;;;;;;;;;2020-021;6.81;78;;;30;;0.03;4.8;2.8;5.7;0.62;<0,02;<1,0;7.0;<3,0;25;;23;23;<1,0;37;39;0.081;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.37;0.008;<0.005;<0.002;<0.002;<0.005;<0.003;<0.010;<0,0003;;68;0.074;5.0;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;0.002;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-099;SNGM-PUD-0054;;;;601870;5363944;9;Pozo;Pozo;Cermaq Ancud;11-02-2020;;7.12;3580;0.00;15.83;;;;;;;;;;2020-021;6.87;3740;;;113;;0.07;280;210;90;19;0.02;1.3;1162;<3,0;93;;1562;93;1470;1818;1920;<0.020;<0.010;<0.005;0.206;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;48;3.816;<0.005;<0.002;<0.002;<0.005;<0.003;0.037;<0,0003;;2.5;<0.001;0.029;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-100;SNGM-PUD-0258;;;;608843;5368430;9;Cuerpo de agua superficial;Estero;Pte. González, sector Pugueñún;11-02-2020;;6.58;82;7.52;20.10;;;;;;;;;;2020-021;6.72;79;;;13;;0.03;3.6;2.5;6.8;0.41;<0,02;4.9;12;<3,0;10;;19;10;9.0;37;39;0.26;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.60;0.044;<0.005;<0.002;<0.002;<0.005;<0.003;0.013;<0,0003;;9.3;0.018;1.3;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-101;SNGM-PUD-0259;;;;609901;5369384;15;Cuerpo de agua superficial;Estero;Estero sector Pugueñún;11-02-2020;;6.96;149;6.65;12.35;;;;;;;;;;2020-021;7.11;145;;;60;;0.04;9.0;5.8;10;1.1;<0,02;1.9;13;<3,0;49;;46;46;<1,0;70;74;0.047;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.99;0.090;<0.005;<0.002;<0.002;<0.005;<0.003;0.012;<0,0003;;2.6;<0.001;0.022;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-102;SNGM-PUD-0036;;;;605932;5366540;23;Pozo;Pozo;APR Huicha;11-02-2020;;6.61;253;1.63;14.86;;;;;;;;;;2020-021;7.21;229;;;103;;0.08;14;11;15;2.8;<0,02;<1,0;19;<3,0;84;;78;78;<1,0;112;119;<0.020;<0.010;<0.005;0.006;<0.002;<0.060;<0.002;0.005;<0.010;<0.001;<0.003;0.072;10;0.608;<0.005;<0.002;<0.002;<0.005;<0.003;0.094;<0,0003;;2.7;<0.001;0.052;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-103;SNGM-PUD-0239;;;;604737;5365622;3;Cuerpo de agua superficial;Río;Río Huicha Bajo;11-02-2020;;7.03;2343;5.54;20.90;;;;;;;;;;2020-021;6.82;2460;;;33;;0.07;22;50;370;14;0.02;124;687;50;27;;261;27;233;1333;1408;0.13;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.32;0.028;<0.005;<0.002;<0.002;<0.005;<0.003;0.011;<0,0003;;3.4;0.003;0.094;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-104;SNGM-PUD-0110;;;;586417;5365709;5;Pozo;Pozo;APR Quetalmahue;12-02-2020;;7.24;368;7.01;14.70;;;;;;;;;;2020-021;7.84;370;;;159;;0.12;60;3.4;17;2.4;0.02;26;19;<3,0;130;;164;130;34;206;218;<0.020;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.43;0.099;<0.005;<0.002;<0.002;<0.005;<0.003;0.062;<0,0003;;4.8;0.004;0.28;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-105;SNGM-PUD-0179;;;;590204;5371006;2;Cuerpo de agua superficial;Río;APR Guapilacuy;12-02-2020;;6.44;135;6.08;16.98;;;;;;;;;;2020-021;7.08;139;;;28;;0.03;3.1;3.0;16;0.93;<0,02;4.1;25;<3,0;23;;20;20;<1,0;66;69;0.068;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;1.1;0.093;<0.005;<0.002;<0.002;<0.005;<0.003;0.016;<0,0003;;2.1;0.002;0.17;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-106;SNGM-PUD-0173;;;;581838;5367641;0;Cuerpo de agua superficial;Río;APR Calle Sup.;12-02-2020;;6.56;114;7.47;17.25;;;;;;;;;;2020-021;6.84;118;;;14;;0.03;2.1;2.5;14;0.97;<0,02;3.8;26;<3,0;11;;16;11;4.0;56;59;0.061;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.44;0.020;<0.005;<0.002;<0.002;<0.005;<0.003;0.015;<0,0003;;1.6;<0.001;0.023;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-107;SNGM-PUD-0174;;;;588003;5360844;13;Cuerpo de agua superficial;Río;APR Pilluco;12-02-2020;;6.58;76;7.21;14.56;;;;;;;;;;2020-021;6.69;78;;;19;;<0,03;2.4;1.6;9.0;0.71;0.02;3.5;14;<3,0;16;;13;13;<1,0;41;43;0.068;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.25;0.023;<0.005;<0.002;<0.002;<0.005;<0.003;0.011;<0,0003;;1.3;<0.001;0.020;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-108;SNGM-PUD-0260;;;;586301;5359463;10;Cuerpo de agua superficial;Río;Puente Santana;13-02-2020;;6.58;74;13.10;12.28;;;;;;;;;;2020-021;6.65;78;;;17;;<0,03;2.4;1.8;9.2;0.40;<0,02;3.0;15;<3,0;14;;13;13;<1,0;40;42;0.101;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.47;0.015;<0.005;<0.002;<0.002;<0.005;<0.003;0.012;<0,0003;;0.80;<0.001;0.011;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-109;SNGM-PUD-0261;;;;580464;5357504;-8;Cuerpo de agua superficial;Estero;Punta Puñihuil;13-02-2020;;6.41;133;7.35;14.11;;;;;;;;;;2020-021;6.63;138;;;14;;<0,03;1.9;1.0;21;1.2;<0,02;4.8;31;<3,0;11;;9.0;9.0;<1,0;68;71;0.10;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;0.083;0.52;0.028;<0.005;<0.002;<0.002;<0.005;<0.003;0.015;<0,0003;;0.63;<0.001;0.012;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-110;SNGM-PUD-0262;;;;581723;5354684;72;Cuerpo de agua superficial;Estero;Estero Yocomo;13-02-2020;;6.25;98;10.57;12.48;;;;;;;;;;2020-021;6.34;93;;;13;;<0,03;1.0;1.6;12;1.1;<0,02;3.2;22;<3,0;10;;9.0;9.0;<1,0;46;49;0.13;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;0.057;0.29;0.007;<0.005;<0.002;<0.002;<0.005;<0.003;<0.010;<0,0003;;0.573;<0.001;0.014;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0,005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-111;SNGM-PUD-0180;;;;579519;5351474;5;Cuerpo de agua superficial;Río;Duhatao;13-02-2020;;6.70;5;12.09;12.61;;;;;;;;;;2020-022;6.93;86;;;16;;0.03;2.3;1.8;11;1.6;<0,02;3.1;16;<3,0;13;;13;13;<1,0;44;46;0.076;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.24;0.015;<0.005;<0.002;<0.002;<0.005;<0.003;0.018;;;0.427;0.002;0.014;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-112;SNGM-PUD-0042;;;;609160;5368153;23;Pozo;Pozo;APR Pugueñún;13-02-2020;;6.61;23;1.21;13.75;;;;;;;;;;2020-022;7.95;205;;;101;;0.10;15;9.8;10;2.4;<0,02;1.5;13;<3,0;83;;78;78;<1,0;101;107;<0.020;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;0.38;6.8;0.44;<0.005;<0.002;<0.002;<0.005;<0.003;0.019;;;0.545;0.004;0.097;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-113;SNGM-PUD-0002;;;;619074;5369970;52;Pozo;Pozo;Puerto Elvira;13-02-2020;;7.61;52;1.91;12.00;;;;;;;;;;2020-022;7.53;110;;;48;;0.09;11;2.4;7.5;2.1;<0,02;1.3;6.9;<3,0;40;;37;37;<1,0;57;60;<0.020;<0.010;<0.005;0.014;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.14;0.060;<0.005;<0.002;<0.002;<0.005;<0.003;0.020;;;0.417;<0.001;0.051;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-097;SNGM-PUD-0046;;P0046;;627511;5336621;100;Pozo;Pozo;APR Huite;07-02-2020;;6.29;80;6.41;13.83;;;;;;;;;;2020-023;7.68;92;;;29;;0.05;7.7;2.5;5.6;1.4;<0,02;1.8;6.7;8.74;24;;29;24;5.0;49;52;<0.020;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.057;0.006;<0.005;<0.002;<0.002;<0.005;<0.003;0.015;<0,0003;;0.19;<0.001;0.028;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-098;SNGM-PUD-0025;;P0025;;625980;5345994;18;Pozo;Pozo;APR Lliuco;08-02-2020;;6.50;115;5.32;16.80;;;;;;;;;;2020-023;7.81;122;;;52;;0.07;7.5;6.5;6.0;2.0;<0,02;3.0;8.9;<3,0;43;;45;43;2.0;60;63;<0.020;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;1.4;0.083;<0.005;<0.002;<0.002;<0.005;<0.003;0.081;<0,0003;;0.24;0.001;0.027;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-099;SNGM-PUD-0211;;N0211;;633173;5325471;9;Noria;Noria;Noria Marine Harvest;08-02-2020;;5.97;80;4.87;16.86;;;;;;;;;;2020-023;7.62;91;;;34;;0.03;6.5;2.2;7.2;2.2;<0,02;2.5;8.5;<3,0;28;;25;25;<1,0;46;49;<0.020;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;0.068;<0.001;<0.003;<0.050;0.036;<0.003;<0.005;<0.002;<0.002;<0.005;<0.003;0.042;<0,0003;;0.20;0.002;0.036;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-100;SNGM-PUD-0212;;;;629637;5320086;12;Cuerpo de agua superficial;Río;Río Colu;09-02-2020;;7.26;377;10.58;14.47;;;;;;;;;;2020-023;8.00;441;;;54;;0.09;11;11;55;3.7;<0,02;13;100;<3,0;45;;73;45;28;221;234;0.029;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;0.18;0.28;0.028;<0.005;<0.002;<0.002;<0.005;0.008;0.024;<0,0003;;0.40;<0.001;0.068;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-101;SNGM-PUD-0213;;P0213;;633573;5325366;91;Pozo;Pozo;Pozo Jorge Gomez;09-02-2020;;7.06;96;6.65;17.85;;;;;;;;;;2020-023;7.88;102;;;36;;0.11;6.8;2.9;8.4;2.1;<0,02;1.5;12;<3,0;30;;29;29;<1,0;51;54;<0.020;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;0.27;0.70;0.015;<0.005;<0.002;<0.002;<0.005;0.032;0.121;<0,0003;;0.19;<0.001;0.019;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-102;SNGM-PUD-0083;;S0083;;617681;5331305;140;Cuerpo de agua superficial;Río;Puente Medina 2;09-02-2020;;6.43;38;8.38;18.29;;;;;;;;;;2020-023;7.46;46;;;15;;0.04;2.6;2.0;3.0;0.70;<0,02;1.3;4.3;<3,0;12;;15;12;3.0;21;22;0.23;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.83;0.012;<0.005;<0.002;<0.002;<0.005;<0.003;0.026;<0,0003;;0.10;<0.001;0.015;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-103;SNGM-PUD-0214;;S0214;;605385;5331072;62;Cuerpo de agua superficial;Río;Río Puntra;10-02-2020;;7.34;73;7.59;16.01;;;;;;;;;;2020-023;7.55;87;;;43;;0.06;6.5;3.9;5.0;1.3;<0,02;1.0;4.7;<3,0;35;;32;32;<1,0;44;46;0.080;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;0.069;0.19;0.008;<0.005;<0.002;<0.002;<0.005;0.004;0.038;<0,0003;;0.09;<0.001;0.025;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
