Nombre,CÓDIGO SNGM BBDD,Fecha,pH,SALINIDAD,Deuterio,O18,O2,Ca,Mg,Na,K,Li,CO3,HCO3,ION H+,SO4,Cl,NO3,F,Al,Sb,As,Ba,Be,B,Cd,Co,Cu,Cr,Sn,P,Fe,Mn,Hg,Mo,Ni,Ag,Pb,Se,V,Zn,Dureza T,Dureza Carb,Dureza No Carb,TDS 103,COTA,Este,Norte,Nombre largo,Conductividad eléctrica uS/cm,Tipo,Solidos Disueltos Totales TDS,Ferrico,Ferroso,T,ORP,Fuente,Unnamed: 0,Hora,Ab,Va,Br   ,Rb   ,Sr   ,Cs   ,Hf   ,Ta   ,Th   ,U    ,  Ga  ,  Ge  ,Tl   ,Si,eH,Do,ppmDO,Exceso Deuterio
CPO-YP-045,SNGM-CPO-721,09-12-2008,7.34,0.8,-79.5,-10.64,8,247.5,56.25,127.5,4.7,0.32,0,261.0,,547.0,201.0,37.2,0.62,0.01,0.005,0.0025,0.018,0.001,1.12,0.001,0.001,0.005,0.001,0.0015,0.025,1.113,0.0015,0.00015,0.0025,0.0025,0.001,0.003,0.014,0.004,0.005,848.88,214.07,634.81,1425.9,712.0,378799.0,6937759.0,Fundo Villa María; pozo n° 4,1859,Pozo,1350.28,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-008,SNGM-CPO-722,09-04-2008,7.65, ,,,3.68,75.0,20.5,38.5,2.0,0.04,0,134.0,,205.0,20.0,1.5,0.05,0.01,0.005,0.0025,0.01,0.001,0.25,0.001,0.001,0.005,0.0005,0.0015,0.025,0.73,0.093,0.00015,0.0025,0.0025,0.001,0.001,0.0025,0.0015,0.011,271.45,109.59,161.86,450.46,2617.0,437052.0,6886650.0,Minera Caserones,672,Pozo,426.57,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-CE-017,SNGM-CPO-726,28-08-2008,7.2,1.5,,,7.39,342.5,62.5,302.5,5.5,0.12,0,158.0,,1246.0,189.0,18.2,0.52,0.01,0.005,0.006,0.018,0.001,3.44,0.001,0.001,0.005,0.003,0.0015,0.025,2.559,0.0015,0.00015,0.014,0.0025,0.001,0.001,0.013,0.007,0.029,1111.62,129.68,981.93,2370.59,430.0,372634.0,6968038.0,Ghiglino; pozo no individualizado,2510,Pozo,2244.87,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-030,SNGM-CPO-727,04-12-2008,7.61,0.3,-84.9,-11.43,7.9,123.5,26.5,72.5,3.0,0.15,0,247.0,,346.0,38.0,3.79,0.58,0.01,0.005,0.0025,0.021,0.001,0.66,0.001,0.001,0.005,0.0005,0.0015,0.025,0.597,0.0015,0.00015,0.008,0.0025,0.001,0.001,0.0025,0.004,0.005,417.13,202.68,214.45,758.88,1197.0,401102.0,6905429.0,Fundo Amolanas; pozo San Antonio,984,Pozo,735.99,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-YP-031,SNGM-CPO-728,04-12-2008,7.59,0.2,,,6.93,110.0,25.75,70.0,2.4,0.16,0,203.0,,317.0,36.0,7.128,0.67,0.01,0.005,0.0025,0.018,0.001,0.51,0.001,0.001,0.005,0.0005,0.0015,0.025,0.545,0.0015,0.00015,0.007,0.0025,0.001,0.004,0.0025,0.004,0.08,380.37,166.66,213.71,706.25,1121.0,401004.0,6905087.0,Agrícola UAC; pozo Santa Cecilia n° 2,894,Pozo,668.79,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-RT-051,SNGM-CPO-729,03-12-2009,7.13, ,-81.8,-10.47, ,240.0,55.0,125.0,5.1,0.3,0,247.0,,581.0,135.0,11.45,0.53,0.01,0.005,0.005,0.016,0.001,1.24,0.001,0.001,0.005,0.001,0.0015,0.025,0.922,0.0015,0.00015,0.0025,,0.001,0.001,0.0025,0.004,0.023,825.0,202.0,622.6,1346.0,423.0,370953.0,6968015.0,Compañía Minera del Pacífico (CMP); pozo n° 1,1795,Pozo,1275.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-055,SNGM-CPO-730,09-06-2008,7.41,0.3,,,6.41,142.5,26.5,60.0,2.3,0.14,0,204.0,,330.0,40.0,9.4,0.5,0.01,0.005,0.0025,0.015,0.001,0.64,0.001,0.001,0.005,0.0005,0.0015,0.025,0.422,0.0015,0.00015,0.007,0.0025,0.001,0.001,0.0025,0.0015,0.013,464.54,166.85,297.69,751.65,1072.0,401010.0,6908172.0,Fundo los Loros; pozo Doña Berta,1007,Pozo,711.79,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-013,SNGM-CPO-737,10-04-2008,8.7,1.3,,,2.06,87.5,1.26,530.0,1.11,0.14,0,22.0,,546.0,574.0,1.5,0.79,0.01,0.005,0.007,0.011,0.001,0.43,0.001,0.001,0.005,0.002,0.0015,0.025,0.407,0.014,0.00015,0.07,0.0025,0.001,0.001,0.0025,0.049,0.005,223.5,17.88,205.53,1849.61,2416.0,433012.0,6889204.0,Minera Caserones; pozo WE02,2910,Pozo,1751.53,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-015,SNGM-CPO-738,10-04-2008,7.68, ,,,1.58,72.0,20.5,31.0,1.05,0.04,0,127.0,,187.0,14.0,1.5,0.6,0.01,0.005,0.0025,0.017,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,2.004,0.605,0.00015,0.006,0.0025,0.001,0.001,0.0025,0.0015,0.011,263.96,104.03,159.93,411.45,2176.0,427226.0,6890436.0,Minera Caserones; pozo WE03,606,Pozo,389.63,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-005,SNGM-CPO-746,09-04-2008,7.67,0.1,,,2.9,78.0,26.0,37.5,1.67,0.06,0,179.0,,178.0,26.0,4.4,0.05,0.047,0.005,0.0025,0.021,0.001,0.15,0.001,0.001,0.005,0.0005,0.0015,0.025,0.602,0.16,0.00015,0.005,0.0025,0.001,0.001,0.0025,0.0015,0.019,301.56,146.4,155.17,464.52,2623.0,437000.0,6886957.0,Minera Caserones; pozo P1TR,712,Pozo,439.89,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-009,SNGM-CPO-747,09-04-2008,8.42,0.3,,, ,150.0,45.5,27.5,2.2,0.04,0,106.0,,500.0,8.0,1.5,0.09,0.023,0.005,0.0025,0.028,0.001,0.07,0.001,0.001,0.005,0.0005,0.0015,0.025,0.494,0.011,0.00015,0.0025,0.0025,0.001,0.001,0.0025,0.0015,0.005,561.48,86.52,474.89,828.72,2671.0,437533.0,6887360.0,Minera Caserones; pozo P2TR,1050,Pozo,784.77,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPO-PF-006,SNGM-CPO-748,09-04-2008,7.54, ,,,4.88,65.0,17.5,10.5,1.47,0.02,0,79.0,,162.0,8.0,8.525,0.04,0.01,0.005,0.0025,0.024,0.001,0.06,0.001,0.001,0.005,0.0005,0.0015,0.025,0.514,0.028,0.00015,0.007,0.0025,0.001,0.001,0.0025,0.0015,0.015,234.16,65.0,169.17,328.9,2638.0,437400.0,6886255.0,Minera Caserones; pozo P3TR,494,Pozo,311.46,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPM-JC-04,SNGM-CPO-769,24-04-2018,7.26, ,-79.7,-10.18,5.8,355.0,95.0,180.0,7.0,0.35,0,216.0, ,871.0,363.0,31.0,0.37,0.01,0.005,0.014,0.018,0.001,1.4,0.001,0.001,0.005,0.001,0.0015,0.025,0.005,0.0015,0.00015,0.011,,0.001,0.001,0.012,0.003,0.005,1276.0,177.0,1099.0,2122.0,268.0,353776.0,6979642.0,Aguas Chañar; pozo PC5,2880,Pozo,2010.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPM-JC-06,SNGM-CPO-774,25-04-2018,7.16, ,-78.4,-9.49,4.23,270.0,60.0,195.0,5.0,0.01,0,132.0, ,789.0,318.0,22.0,0.37,0.01,0.005,0.026,0.026,0.001,2.8,0.001,0.001,0.005,0.001,0.0015,0.025,0.034,0.0015,0.00015,0.012,,0.001,0.001,0.032,0.004,0.029,920.0,108.0,813.0,1821.0,374.0,367737.0,6971991.0,Aguas Chañar; pozo Vicuña n° 7,2550,Pozo,1724.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPM-JC-07,SNGM-CPO-777,25-04-2018,7.5, ,-75.1,-9.31,5.19,243.0,25.0,75.0,1.8,0.01,0,55.0, ,649.0,119.0,3.2,0.3,0.01,0.005,0.03,0.02,0.001,2.2,0.001,0.001,0.005,0.0005,0.0015,0.025,0.036,0.0015,0.00015,0.011,,0.001,0.001,0.022,0.004,0.016,708.0,45.0,663.0,1207.0,417.0,370829.0,6968552.0,Aguas Chañar; pozo San Miguel n° 5,1388,Pozo,1143.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPM-JC-08,SNGM-CPO-778,25-04-2018,7.6, ,-83.3,-10.81,5.54,183.0,25.0,40.0,2.0,0.01,0,92.0, ,431.0,87.0,8.8,0.19,0.01,0.005,0.025,0.017,0.001,1.1,0.001,0.001,0.005,0.0005,0.0015,0.025,0.052,0.0015,0.00015,0.011,,0.001,0.001,0.012,0.004,0.005,558.0,75.0,483.0,868.0,559.0,375065.0,6952032.0,Aguas Chañar; pozo Cerrillos n° 2,1190,Pozo,822.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPM-JC-09,SNGM-CPO-781,25-04-2018,7.43, ,-63.1,-6.68,4.13,440.0,80.0,260.0,6.8,0.01,0,168.0, ,1340.0,371.0,19.0,0.3,0.01,0.005,0.018,0.015,0.001,1.8,0.001,0.001,0.005,0.0005,0.0015,0.025,0.123,0.0015,0.00015,0.02,,0.001,0.001,0.011,0.006,0.005,1427.0,138.0,1289.0,2745.0,481.0,376090.0,6969900.0,Pucobre - planta biocobre; pozo 5 ,3410,Pozo,2600.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
CPM-JC-10,SNGM-CPO-783,26-04-2018,7.28, ,-73.5,-8.42,4.39,420.0,80.0,220.0,7.8,0.01,0,85.0, ,1166.0,417.0,31.0,0.41,0.01,0.005,0.01,0.027,0.001,1.0,0.001,0.001,0.005,0.0005,0.0015,0.025,0.049,0.0015,0.0005,0.023,,0.001,0.001,0.016,0.004,0.005,1377.0,69.0,1308.0,2517.0,605.0,376899.0,6949742.0,Coemin; pozo pique 7,3170,Pozo,2384.0,,,,,"SERNAGEOMIN, 2018",,,,,,,,,,,,,,,,,,,,
SOC-FF-01,,15-08-2022,7.8,,-78.9,-10.2,,290.0,80.0,146.3,7.7,,0.0,124.3,,815.2,212.6,20.6,,0.5,,0.0025,0.0246,0.001,0.8373,0.001,0.001,0.1265,0.0005,0.0015,0.025,0.2,0.037,0.0004,0.0025,0.0025,0.001,0.001,0.0025,,0.0285,,,,,,374260.0,6961641.0,Gaby 4 en nivel 270 en galeria de producción,2637,IM270 G4,1319.0,,,22.2,198.9,"SERNAGEOMIN, 2022",,,,,,,,,,,,,,,,,,,,
SOC-FF-02,,15-08-2022,7.2,,-79.6,-10.1,,340.0,75.0,156.0,8.8,,0.0,101.4,,900.5,295.5,7.7,,1.0,,0.0025,0.0099,0.001,0.8592,0.001,0.001,0.05,0.0005,0.0015,0.025,2.2,0.2933,0.00015,0.0025,0.0025,0.001,0.001,0.0025,,0.0176,,,,,,374313.0,6961673.0,Gaby 12 en nivel 270 frente a GP,2877,IM270 G12,1439.0,,,22.1,-26.6,"SERNAGEOMIN, 2022",,,,,,,,,,,,,,,,,,,,
SOC-FF-03,,15-08-2022,7.1,,-77.9,-9.9,,457.5,87.5,172.8,11.8,,0.0,74.7,,1270.7,253.6,28.0,,0.5,,0.0025,0.0115,0.001,1.0582,0.001,0.0351,0.6,0.0005,0.0015,0.025,0.4,0.3931,0.001,0.0025,0.0249,0.001,0.001,0.0058,,0.2671,,,,,,373712.0,6962224.0,Acopio de agua en fondo mina. nivel 60,3289,IM60,1644.0,,,22.4,178.9,"SERNAGEOMIN, 2022",,,,,,,,,,,,,,,,,,,,
SOC-CM-01,,19-08-2022,7.3,,-77.8,-10.4,,103.0,45.0,93.0,4.5,,0.0,42.0,,481.1,111.8,1.5,,1.0,,0.0025,0.038,0.001,0.18,0.001,0.001,1.6,0.0005,0.0015,0.025,1.1,0.21,0.0003,0.0025,0.0025,0.001,0.001,0.0025,,0.022,,,,,,374838.0,6962270.0,Agrícola Copayapu pozo 478,1088,Pozo Ag. Copayapu,544.0,,,19.7,25.0,"SERNAGEOMIN, 2022",,,,,,,,,,,,,,,,,,,,
SOC-CM-02,,21-08-2022,6.7,,-57.5,-7.4,,175.0,45.0,92.5,4.4,,0.0,188.0,,461.7,134.6,3.1,,1.0,,0.0025,0.0025,0.001,0.59,0.001,0.001,0.6,0.0005,0.0015,0.025,0.56,0.43,0.00015,0.0025,0.0025,0.001,0.001,0.0025,,0.023,,,,,,374530.0,6961290.0,Pozo 12 Alcaparrosa,1333,P12,737.0,,,20.0,79.2,"SERNAGEOMIN, 2022",,,,,,,,,,,,,,,,,,,,
SOC-CM-03,,21-08-2022,6.7,,-83.4,-10.6,,255.0,45.0,132.5,5.3,,0.0,215.0,,628.9,210.3,20.5,,1.5,,0.0025,0.013,0.001,0.7,0.001,0.001,0.4,0.0005,0.0015,0.025,0.06,0.006,0.0005,0.0025,0.0025,0.001,0.001,0.006,,0.046,,,,,,374652.0,6958601.0,Pozo 8 Pucobre en planta San José,2402,Pozo 8,1204.0,,,23.7,89.1,"SERNAGEOMIN, 2022",,,,,,,,,,,,,,,,,,,,
SOC-FF-04,,18-08-2022,8.1,,-85.9,-10.8,,187.0,67.5,90.0,4.1,,6.7,169.0,,555.0,87.7,14.4,,0.5,,0.0025,0.012,0.001,1.06,0.001,0.035,0.6,0.0005,0.0015,0.025,0.4,0.39,0.00015,0.0025,0.0025,0.001,0.001,0.006,,0.27,,,,,,378451.0,6939311.0,Río Copiapó en puente Pabellón,1310,Río,665.0,,,19.4,91.4,"SERNAGEOMIN, 2022",,,,,,,,,,,,,,,,,,,,
P1,,11-08-2022,7.8,,,,,411.5,75.8,161.8,8.1,,0.0,0.0,,812.3,,,,0.3,,0.003,,,,0.005,,0.22,0.015,,,0.15,0.05,,0.25,0.015,0.005,0.01,0.0015,,0.005,,,,,,374260.0,6961641.0,Gaby 4,2350,IM270 G4,,,,20.8,,"DGA, 2022",,,,,,,,,,,,,,,,,,,,
P2,,11-08-2022,7.8,,,,,512.3,81.3,178.1,13.3,,0.0,0.0,,997.9,,,,0.3,,0.006,,,,0.005,,1.2,0.015,,,0.94,0.21,,0.25,0.015,0.005,0.01,0.0015,,0.06,,,,,,373853.0,6961653.0,Mangueras de desagüe de Gabys nivel 200,2507,IM200,,,,21.0,,"DGA, 2022",,,,,,,,,,,,,,,,,,,,
P3,,11-08-2022,7.5,,,,,181.1,51.6,115.3,6.4,,0.0,0.0,,478.9,,,,0.3,,0.0015,,,,0.005,,0.04,0.015,,,22.28,0.18,,0.25,0.015,0.005,0.01,0.0015,,0.02,,,,,,374391.0,6961861.0,HA01,785,HA01,,,,19.5,,"DGA, 2022",,,,,,,,,,,,,,,,,,,,
P4,,11-08-2022,7.2,,,,,200.3,40.9,84.3,4.6,,0.0,0.0,,458.9,,,,0.3,,0.0015,,,,0.005,,0.01,0.015,,,14.6,0.41,,0.25,0.015,,0.01,0.0015,,0.01,,,,,,374530.0,6961290.0,P12,1512,P12,,,,20.3,,"DGA, 2022",,,,,,,,,,,,,,,,,,,,
XTERRAE A-1,,22-10-2015,7.2,,-82.6,-10.9,,272.5,69.3,151.0,6.7,,0.0,218.5,,895.8,281.1,0.9,,0.1,,0.1,,,,0.005,,0.005,0.005,,,0.015,0.154,,0.015,0.025,0.005,0.025,0.1,,0.0025,,,,,,374242.0,6961890.0,Jocelyn N200 Chorro que sale de muro,1340,IM200,1754.0,,,22.9,,"XTERRAE, 2015",,,,,,,,,,,,,,,,,,,,
XTERRAE A-2,,22-10-2015,6.9,,-77.4,-10.0,,1232.0,15.8,1119.0,6.1,,0.0,61.1,,2192.1,2566.6,0.0,,0.238,,0.1,,,,0.005,,0.005,0.005,,,0.219,0.364,,0.015,0.025,0.005,0.025,0.1,,0.0025,,,,,,374055.0,6962264.0,Jimena Nivel 135 Goteo Techo N135,6290,IM135,9704.0,,,22.7,,"XTERRAE, 2015",,,,,,,,,,,,,,,,,,,,
XTERRAE A-3,,22-10-2015,7.3,,-63.6,-7.7,,743.0,113.0,593.3,12.0,,0.0,153.2,,2066.8,744.7,0.4,,0.272,,0.1,,,,0.005,,0.07,0.005,,,0.015,2.475,,0.015,0.025,0.005,0.025,0.1,,0.0025,,,,,,373815.0,6962167.0,Rocio Nivel 60 Agua que escurre por muro y reja oxidada,3730,IM60,4004.0,,,25.0,,"XTERRAE, 2015",,,,,,,,,,,,,,,,,,,,
XTERRAE A-4,,22-10-2015,8.6,,-57.6,-6.7,,946.4,1.0,947.1,3.2,,0.0,9.1,,1675.7,1987.6,2.2,,0.005,,0.1,,,,0.005,,0.005,0.005,,,0.015,0.046,,0.038,0.025,0.005,0.025,0.1,,0.0025,,,,,,373750.0,6962079.0,Rocio Nivel 40 Saliente de agua desde roca n 40,6560,IM60,7402.0,,,26.3,,"XTERRAE, 2015",,,,,,,,,,,,,,,,,,,,
XTERRAE A-6,,22-10-2015,7.1,,-77.6,-10.2,,171.7,52.4,102.8,3.9,,0.0,241.4,,654.0,115.0,2.5,,0.005,,0.1,,,,0.005,,0.159,0.005,,,0.015,0.006,,0.015,0.025,0.005,0.025,0.1,,0.0025,,,,,,374633.0,6960813.0,Pozo 14,1190,P14,1224.0,,,36.1,,"XTERRAE, 2015",,,,,,,,,,,,,,,,,,,,
VAI 1,,01-08-2018,7.3,,,,,305.8,73.3,174.0,7.5,,0.0,243.2,,729.0,200.9,13.5,,0.27,,0.019,,,,,,0.1,,,,0.001,0.09,,0.0035,0.0002,,,,,1.82,,,,,,374440.0,6962016.0,Jocelyn N200,2094,IM200,1668.0,,,21.5,,"VAI, 2019",,,,,,,,,,,,,,,,,,,,
VAI 2,,01-08-2018,7.1,,,,,466.6,113.2,236.8,9.6,,0.0,197.1,,1052.0,392.6,72.2,,0.2,,0.023,,,,,,0.12,,,,0.001,0.069,,0.006,0.0002,,,,,0.0003,,,,,,374376.0,6961952.0,Nivel 300,3022,IM300,2632.0,,,21.2,,"VAI, 2019",,,,,,,,,,,,,,,,,,,,
VAI 3,,01-08-2018,7.2,,,,,406.2,38.8,306.1,7.6,,0.0,181.7,,886.0,218.3,4.7,,0.41,,0.025,,,,,,0.0037,,,,0.001,0.073,,0.0049,0.0002,,,,,0.0003,,,,,,374469.0,6962546.0,Nivel 170,2288,IM170,1924.0,,,24.0,,"VAI, 2019",,,,,,,,,,,,,,,,,,,,
VAI 5,,01-08-2018,7.5,,,,,197.1,40.7,136.9,6.1,,0.0,189.4,,498.0,85.9,2.6,,0.17,,0.018,,,,,,0.0013,,,,0.001,0.048,,0.0026,0.0002,,,,,0.0003,,,,,,374533.0,6962908.0,Nivel 256 Viviana,1377,IM256,1076.0,,,22.0,,"VAI, 2019",,,,,,,,,,,,,,,,,,,,
SOC-FF-05,,27-08-2022,6.9,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373665.0,6962133.0,Rampa principal altura nivel 80 sector R2 directamente en agua embalsada,3316,IM60,,,,22.7,114.9,"SERNAGEOMIN, 2022",,,,,,,,,,,,,,,,,,,,
SOC-FF-06,,01-09-2022,7.5,,-34.4,-3.0,,775.0,50.0,1040.0,85.0,,0.0,47.0,,2189.3,1447.0,82.1,,0.01,,0.0025,0.034,0.001,6.0,0.005,0.009,0.06,0.008,0.0015,0.025,0.005,0.4,0.00015,0.028,0.017,0.001,0.001,0.0025,,0.37,,,,,,372534.0,6955776.0,Fondo de rajo Candelaria,8144,CANDELARIA,5692.0,,,18.9,85.6,"SERNAGEOMIN, 2022",,,,,,,,,,,,,,,,,,,,
SOC-FF-07,,01-09-2022,7.8,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372558.0,6955153.0,Afloramiento de agua en cara sur rajo Candelaria Banco 80,8464,CANDELARIA,,,,25.0,83.5,"SERNAGEOMIN, 2022",,,,,,,,,,,,,,,,,,,,
SOC-FF-08,,01-09-2022,7.6,,-34.2,-3.4,,435.0,50.0,1030.0,45.0,,0.0,58.0,,2150.4,904.0,31.1,,0.01,,0.056,0.0025,0.001,3.1,0.001,0.001,0.01,0.016,0.0015,0.025,0.024,0.0015,0.0007,0.008,0.0025,0.001,0.001,0.0025,,0.016,,,,,,372199.0,6956927.0,Drenes perimetrales sector Falla LAR ,6228,CANDELARIA,4675.0,,,22.5,80.6,"SERNAGEOMIN, 2022",,,,,,,,,,,,,,,,,,,,
SOC-FF-09,,01-09-2022,9.1,,-15.3,-0.8,,775.0,10.0,815.0,190.0,,4.9,11.0,,2269.6,1082.9,35.2,,0.03,,0.1,0.081,0.001,1.7,0.001,0.001,0.01,0.2,0.0015,0.025,0.2,0.012,0.00015,0.096,0.005,0.001,0.001,0.0025,,0.05,,,,,,368795.0,6954138.0,Depósito de Relaves en sector balsas,6739,CANDELARIA,5189.0,,,21.1,81.5,"SERNAGEOMIN, 2022",,,,,,,,,,,,,,,,,,,,
SOC-FF-10,,01-09-2022,6.2,,-76.1,-9.9,,680.0,122.5,212.5,13.0,,0.0,63.5,,2021.9,299.9,51.6,,0.01,,0.0025,0.014,0.001,0.88,0.012,0.45,8.3,1.1,0.0015,0.025,0.88,4.3,0.00015,0.0025,1.1,0.001,0.001,0.0025,,49.0,,,,,,373665.0,6962133.0,Agua Embalsada Fondo de mina nivel 80,3851,IM60,3433.0,,,23.2,140.3,"SERNAGEOMIN, 2022",,,,,,,,,,,,,,,,,,,,
SOC-FF-11,,01-09-2022,7.8,,-78.2,-10.2,,302.5,70.0,157.5,9.6,,0.0,208.6,,820.1,199.4,18.6,,0.01,,0.05,0.033,0.001,0.93,0.001,0.003,0.25,0.44,0.0015,0.025,0.4,0.044,0.00015,0.0025,0.07,0.001,0.001,0.0025,,0.045,,,,,,373853.0,6961653.0,Mangueras de desagüe de Gabys nivel 200,2305,IM200,1681.0,,,21.3,73.7,"SERNAGEOMIN, 2022",,,,,,,,,,,,,,,,,,,,
SOC-FF-12,,01-09-2022,7.8,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.00015,,,,,,,,,,,,,374115.0,6962095.0,Goteos del techo (lluvia) sector Viviana,2133,IM256,,,,20.6,68.7,"SERNAGEOMIN, 2022",,,,,,,,,,,,,,,,,,,,
SOC-FF-13,,01-09-2022,7.7,,-80.0,-10.3,,287.5,70.0,147.5,6.9,,0.0,227.3,,766.9,185.2,14.2,,0.01,,0.016,0.021,0.001,0.69,0.001,0.001,0.12,0.027,0.0015,0.025,0.4,0.021,0.00015,0.0025,0.0025,0.001,0.001,0.005,,0.037,,,,,,374260.0,6961641.0,Gaby 4 en nivel 270 en galería de producción directo del flujo superficial,2158,IM270 G4,1590.0,,,20.6,78.2,"SERNAGEOMIN, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-1491 ,,11-08-2022,7.6,,,,,82.006,40.67,103.688,4.343,,0,102.85,,405.81,129.78,0.1015,,0.114,,0.00085,,,0.9,0.003,0.0001,0.00087,0.00404,,,9.965,0.128,6.5e-05,0.00013,0.006,0.003,4e-05,0.00198,,0.01155,,,,,,374393.0,6961862.0,,708,HA01,980.0,0.72,9.25,17.6,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-1492 ,,11-08-2022,7.78,,,,,244.853,66.07,160.274,9.686,,0,206.91,,885.3,249.3,26.4,,0.031,,0.005,,,1.483,0.003,0.0075,0.247,0.0111,,,0.638,0.184,6.5e-05,0.005,0.007,0.003,0.0065,0.007,,0.011,,,,,,374440.0,6962016.0,,2458,IM200,1856.0,0.04,0.6,20.95,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-1509 ,,11-08-2022,7.8,,,,,226.564,61.05,141.171,6.654,,0,234.74,,795.5,236.9,17.7,,0.257,,0.005,,,1.348,0.003,0.0075,0.049,0.0124,,,0.075,0.05,6.5e-05,0.01,0.007,0.003,0.0065,0.007,,0.011,,,,,,374260.0,6961641.0,,1236,IM270 G4,1736.0,0.02,0.06,20.4,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-1490 ,,11-08-2022,7.3,,,,,145.555,40.19,88.805,3.642,,0,214.17,,491.3,132.7,0.1015,,0.184,,0.0008,,,0.994,0.003,0.0008,0.00101,0.00995,,,17.807,0.33,6.5e-05,0.00074,0.007,0.00017,4e-05,0.00472,,0.011,,,,,,374532.0,6961286.0,,1275,P12,1038.0,1.36,16.45,17.1,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-1950 ,,18-08-2022,7.9,,-76.0,-9.67,,230.192,62.53,150.35,8.512,,0,222.64,,832.43,222.921,25.636,,0.307,,0.00545,,,1.513,0.003,0.0046,0.0705,0.01415,,,0.145,0.008,6.5e-05,0.00289,0.01885,0.00017,4e-05,0.0097,,0.01275,,,,,,374440.0,6962016.0,,2444,IM200,1734.0,0.1,0.05,20.38,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-1951 ,,18-08-2022,7.83,,-77.2,-9.89,,207.303,58.64,136.615,6.197,,0,245.63,,767.989,197.538,17.526,,0.28,,0.005,,,1.379,0.003,0.0024,0.02415,0.01545,,,0.0025,0.008,6.5e-05,0.00165,0.01415,0.00017,4e-05,0.00865,,0.00344,,,,,,374260.0,6961641.0,,2277,IM270 G4,1656.0,0.01,0.01,20.88,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-1952 ,,18-08-2022,7.22,,-55.0,-7.1,,135.792,36.93,82.465,3.46,,0,202.07,,434.247,125.643,0.1015,,0.156,,0.0011,,,0.956,0.003,0.001,0.00087,0.012,,,11.121,0.324,6.5e-05,0.0006,0.0102,0.00017,4e-05,0.00355,,0.0064,,,,,,374532.0,6961286.0,,437,P12,1016.0,1.34,9.78,19.45,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-2573 ,,25-08-2022,7.37,,-76.3,-9.71,,206.857,55.6,136.617,8.052,,0,231.11,,731.7,,17.1,,0.031,,0.0053,,,1.482,0.003,0.0036,0.0443,0.00965,,,0.037,0.045,6.5e-05,0.00218,0.0145,0.00017,4e-05,0.0085,,0.0093,,,,,,374440.0,6962016.0,,2302,IM200,1588.0,0.02,0.02,20.94,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
CCMO-2572 ,,25-08-2022,7.83,,-77.6,-9.96,,200.737,54.03,126.528,5.785,,0,235.95,,742.2,,15.5,,0.209,,0.00655,,,1.416,0.003,0.0021,0.0256,0.0113,,,0.035,0.023,6.5e-05,0.00109,0.01075,0.00017,4e-05,0.0075,,0.0047,,,,,,374260.0,6961641.0,,2149,IM270 G4,1538.0,0.02,0.02,20.84,,"CCMO, 2022",,,,,,,,,,,,,,,,,,,,
